transaction_date,aisle,product_name,quantity,unit_price,total_amount,,,,,,,,,
2024-09-23,Personal Care,Chicken Breast,5,14.65,73.25,,,,,,,,,
2024-09-23,Dairy,Potatoes,5,11.38,56.9,,,,,,,,,
2024-09-24,Produce,Bananas,3,23.35,70.05,,,,,,,,,
2024-09-24,Produce,Potatoes,3,1.14,3.42,,,,,,,,,
2024-09-25,Household Items,Yogurt,1,26.06,26.06,,,,,,,,,
2024-09-25,Household Items,Yogurt,4,11.05,44.2,,,,,,,,,
2024-09-26,Snacks & Candy,Yogurt,1,3.8,3.8,,,,,,,,,
2024-09-26,Health & Wellness,Cereal,1,3.78,3.78,,,,,,,,,
2024-09-26,Snacks & Candy,Bread,5,14.87,74.35,,,,,,,,,
2024-09-26,Health & Wellness,Milk,1,23.81,23.81,,,,,,,,,
2024-09-26,Produce,Carrots,1,15.35,15.35,,,,,,,,,
2024-09-27,Bakery,Salmon,5,12.04,60.2,,,,,,,,,
2024-09-27,Frozen Foods,Orange Juice,1,10.32,10.32,,,,,,,,,
2024-09-27,Bakery,Tomatoes,2,14.63,29.26,,,,,,,,,
2024-09-28,Meat & Seafood,Potatoes,2,11.28,22.56,,,,,,,,,
2024-09-28,Beverages,Potatoes,5,12.61,63.05,,,,,,,,,
2024-09-29,Health & Wellness,Chicken Breast,5,8.82,44.1,,,,,,,,,
2024-09-30,Dairy,Cheese,3,28.93,86.79,,,,,,,,,
2024-09-30,Health & Wellness,Tomatoes,1,15.79,15.79,,,,,,,,,
2024-10-01,Meat & Seafood,Eggs,3,9.72,29.16,,,,,,,,,
2024-10-01,Produce,Eggs,1,26.24,26.24,,,,,,,,,
2024-10-02,Produce,Salmon,3,7.06,21.18,,,,,,,,,
2024-10-02,Produce,Salmon,1,2.92,2.92,,,,,,,,,
2024-10-02,Household Items,Apples,4,19.28,77.12,,,,,,,,,
2024-10-02,Beverages,Pasta,1,27.73,27.73,,,,,,,,,
2024-10-03,Health & Wellness,Salmon,4,19.31,77.24,,,,,,,,,
2024-10-03,Household Items,Ground Beef,3,9.67,29.01,,,,,,,,,
2024-10-04,Health & Wellness,Pasta,3,18.49,55.47,,,,,,,,,
2024-10-06,Bakery,Salmon,2,27.42,54.84,,,,,,,,,
2024-10-06,Health & Wellness,Orange Juice,2,29.06,58.12,,,,,,,,,
2024-10-06,Beverages,Ground Beef,3,29.61,88.83,,,,,,,,,
2024-10-07,Frozen Foods,Cheese,3,17.48,52.44,,,,,,,,,
2024-10-07,Snacks & Candy,Yogurt,3,3.36,10.08,,,,,,,,,
2024-10-08,Frozen Foods,Cheese,1,18.82,18.82,,,,,,,,,
2024-10-08,Canned Goods,Orange Juice,3,7.32,21.96,,,,,,,,,
2024-10-08,Household Items,Orange Juice,3,4.19,12.57,,,,,,,,,
2024-10-08,Canned Goods,Ground Beef,1,18.72,18.72,,,,,,,,,
2024-10-09,Personal Care,Onions,5,27.03,135.15,,,,,,,,,
2024-10-09,Frozen Foods,Tomatoes,4,15.17,60.68,,,,,,,,,
2024-10-09,Personal Care,Eggs,5,22.46,112.3,,,,,,,,,
2024-10-09,Household Items,Cereal,3,24.49,73.47,,,,,,,,,
2024-10-09,Produce,Potatoes,4,5.58,22.32,,,,,,,,,
2024-10-09,Bakery,Tomatoes,4,21.31,85.24,,,,,,,,,
2024-10-10,Personal Care,Milk,2,13.11,26.22,,,,,,,,,
2024-10-10,Meat & Seafood,Bananas,3,23.89,71.67,,,,,,,,,
2024-10-10,Snacks & Candy,Bread,4,9.7,38.8,,,,,,,,,
2024-10-10,Canned Goods,Yogurt,1,3.97,3.97,,,,,,,,,
2024-10-11,Snacks & Candy,Carrots,1,20.63,20.63,,,,,,,,,
2024-10-11,Frozen Foods,Cereal,3,12.6,37.8,,,,,,,,,
2024-10-11,Bakery,Ground Beef,3.0,24.11,72.33,,,,,,,,,
2024-10-11,Canned Goods,Cheese,1,21.53,21.53,,,,,,,,,
2024-10-12,Personal Care,Cereal,3,12.03,36.09,,,,,,,,,
2024-10-12,Beverages,Ground Beef,2,5.16,10.32,,,,,,,,,
2024-10-12,Bakery,Chicken Breast,5,18.7,93.5,,,,,,,,,
2024-10-13,Meat & Seafood,Yogurt,4,6.27,25.08,,,,,,,,,
2024-10-13,Canned Goods,Potatoes,5,1.77,8.85,,,,,,,,,
2024-10-14,Health & Wellness,Cereal,3,23.13,69.39,,,,,,,,,
2024-10-14,Household Items,Milk,2,21.28,42.56,,,,,,,,,
2024-10-15,Health & Wellness,Onions,2,20.84,41.68,,,,,,,,,
2024-10-15,Personal Care,Orange Juice,1,28.64,28.64,,,,,,,,,
2024-10-15,Snacks & Candy,Onions,5,23.71,118.55,,,,,,,,,
2024-10-16,Beverages,Carrots,2,23.61,47.22,,,,,,,,,
2024-10-16,Meat & Seafood,Tomatoes,1,14.41,14.41,,,,,,,,,
2024-10-16,Dairy,Apples,4,1.18,4.72,,,,,,,,,
2024-10-17,Canned Goods,Carrots,5,23.71,118.55,,,,,,,,,
2024-10-17,Meat & Seafood,Rice,5,28.98,144.9,,,,,,,,,
2024-10-17,Health & Wellness,Bread,3,14.09,42.27,,,,,,,,,
2024-10-17,Frozen Foods,Yogurt,5,14.14,70.7,,,,,,,,,
2024-10-18,Beverages,Pasta,3,25.01,75.03,,,,,,,,,
2024-10-18,Frozen Foods,Bread,2,27.44,54.88,,,,,,,,,
2024-10-18,Bakery,Eggs,5,8.09,40.45,,,,,,,,,
2024-10-19,Household Items,Bananas,4,4.36,17.44,,,,,,,,,
2024-10-19,Personal Care,Bread,1,8.6,8.6,,,,,,,,,
2024-10-19,Health & Wellness,Bread,5,24.13,120.65,,,,,,,,,
2024-10-19,Canned Goods,Potatoes,5,7.31,36.55,,,,,,,,,
2024-10-19,Canned Goods,Potatoes,5,14.62,73.1,,,,,,,,,
2024-10-19,Canned Goods,Pasta,1,12.05,12.05,,,,,,,,,
2024-10-20,Dairy,Eggs,3.0,28.6,85.8,,,,,,,,,
2024-10-20,Household Items,Pasta,3,10.9,32.7,,,,,,,,,
2024-10-21,Dairy,Bread,5,18.94,94.7,,,,,,,,,
2024-10-21,Beverages,Bread,4,6.25,25,,,,,,,,,
2024-10-22,Snacks & Candy,Potatoes,1,29.19,29.19,,,,,,,,,
2024-10-22,Dairy,Tomatoes,5,5.7,28.5,,,,,,,,,
2024-10-22,Meat & Seafood,Ground Beef,5,8.54,42.7,,,,,,,,,
2024-10-22,Dairy,Apples,5,27.48,137.4,,,,,,,,,
2024-10-23,Meat & Seafood,Orange Juice,5,29.13,145.65,,,,,,,,,
2024-10-24,Household Items,Apples,5,5.06,25.3,,,,,,,,,
2024-10-24,Snacks & Candy,Bread,2,29.03,58.06,,,,,,,,,
2024-10-25,Personal Care,Cheese,5,20.91,104.55,,,,,,,,,
2024-10-25,Bakery,Cheese,5,12.42,62.1,,,,,,,,,
2024-10-25,Household Items,Apples,4,18.74,74.96,,,,,,,,,
2024-10-25,Bakery,Onions,2,9.82,19.64,,,,,,,,,
2024-10-25,Meat & Seafood,Orange Juice,5,16.99,84.95,,,,,,,,,
2024-10-26,Bakery,Cereal,3,19.93,59.79,,,,,,,,,
2024-10-26,Household Items,Chicken Breast,3,5.45,16.35,,,,,,,,,
2024-10-26,Canned Goods,Ground Beef,3,6.98,20.94,,,,,,,,,
2024-10-27,Meat & Seafood,Tomatoes,2,19.6,39.2,,,,,,,,,
2024-10-27,Meat & Seafood,Chicken Breast,4,12.6,50.4,,,,,,,,,
2024-10-27,Bakery,Eggs,3,16.16,48.48,,,,,,,,,
2024-10-27,Household Items,Yogurt,2,28.41,56.82,,,,,,,,,
2024-10-28,Meat & Seafood,Cheese,4,14.95,59.8,,,,,,,,,
2024-10-28,Household Items,Chicken Breast,5,23.36,116.8,,,,,,,,,
2024-10-28,Bakery,Orange Juice,3,5.2,15.6,,,,,,,,,
2024-10-28,Health & Wellness,Chicken Breast,4,17.81,71.24,,,,,,,,,
2024-10-28,Frozen Foods,Apples,3,10.52,31.56,,,,,,,,,
2024-10-28,Bakery,Salmon,3,24.83,74.49,,,,,,,,,
2024-10-29,Dairy,Carrots,2,11.9,23.8,,,,,,,,,
2024-10-29,Personal Care,Salmon,1,1.22,1.22,,,,,,,,,
2024-10-29,Snacks & Candy,Potatoes,2,2.56,5.12,,,,,,,,,
2024-10-30,Bakery,Bananas,1,16.6,16.6,,,,,,,,,
2024-10-31,Frozen Foods,Salmon,2,4.48,8.96,,,,,,,,,
2024-11-01,Personal Care,Tomatoes,5,14.72,73.6,,,,,,,,,
2024-11-01,Dairy,Bananas,4,22.95,91.8,,,,,,,,,
2024-11-01,Household Items,Rice,3,26.38,79.14,,,,,,,,,
2024-11-01,Beverages,Apples,1,28.53,28.53,,,,,,,,,
2024-11-01,Bakery,Chicken Breast,2,12.24,24.48,,,,,,,,,
2024-11-02,Health & Wellness,Onions,2,13.46,26.92,,,,,,,,,
2024-11-02,Bakery,Onions,1,27.28,27.28,,,,,,,,,
2024-11-02,Meat & Seafood,Yogurt,2,21.3,42.6,,,,,,,,,
2024-11-03,Produce,Yogurt,4,27.91,111.64,,,,,,,,,
2024-11-04,Personal Care,Eggs,4,29.86,119.44,,,,,,,,,
2024-11-04,Meat & Seafood,Cereal,3,14.14,42.42,,,,,,,,,
2024-11-04,Produce,Potatoes,5,16.08,80.4,,,,,,,,,
2024-11-04,Personal Care,Chicken Breast,5,19.76,98.8,,,,,,,,,
2024-11-05,Personal Care,Cheese,4,6.68,26.72,,,,,,,,,
2024-11-06,Personal Care,Bananas,5,14.39,71.95,,,,,,,,,
2024-11-06,Personal Care,Milk,5,4.16,20.8,,,,,,,,,
2024-11-06,Health & Wellness,Orange Juice,3,6.85,20.55,,,,,,,,,
2024-11-06,Personal Care,Tomatoes,5,19.64,98.2,,,,,,,,,
2024-11-07,Canned Goods,Chicken Breast,2,13.01,26.02,,,,,,,,,
2024-11-08,Meat & Seafood,Orange Juice,3,6.71,20.13,,,,,,,,,
2024-11-08,Frozen Foods,Milk,2,11.23,22.46,,,,,,,,,
2024-11-08,Bakery,Yogurt,4,7.77,31.08,,,,,,,,,
2024-11-08,Dairy,Orange Juice,3,15.57,46.71,,,,,,,,,
2024-11-08,Health & Wellness,Rice,3,17.39,52.17,,,,,,,,,
2024-11-10,Dairy,Potatoes,5,7.98,39.9,,,,,,,,,
2024-11-10,Bakery,Orange Juice,1,27.05,27.05,,,,,,,,,
2024-11-10,Health & Wellness,Pasta,5,10.34,51.7,,,,,,,,,
2024-11-10,Meat & Seafood,Orange Juice,3,5.71,17.13,,,,,,,,,
2024-11-11,Personal Care,Salmon,4,2.8,11.2,,,,,,,,,
2024-11-11,Canned Goods,Potatoes,3,22.74,68.22,,,,,,,,,
2024-11-12,Frozen Foods,Ground Beef,3,10.73,32.19,,,,,,,,,
2024-11-12,Snacks & Candy,Carrots,1,2.3,2.3,,,,,,,,,
2024-11-12,Beverages,Tomatoes,3,16.82,50.46,,,,,,,,,
2024-11-12,Health & Wellness,Rice,2,15.24,30.48,,,,,,,,,
2024-11-12,Personal Care,Apples,4,27.68,110.72,,,,,,,,,
2024-11-12,Frozen Foods,Ground Beef,4,20.71,82.84,,,,,,,,,
2024-11-12,Personal Care,Chicken Breast,5,12.53,62.65,,,,,,,,,
2024-11-12,Meat & Seafood,Ground Beef,4,21.93,87.72,,,,,,,,,
2024-11-12,Dairy,Carrots,3,14.85,44.55,,,,,,,,,
2024-11-13,Frozen Foods,Carrots,2,11.37,22.74,,,,,,,,,
2024-11-13,Bakery,Ground Beef,5,3.26,16.3,,,,,,,,,
2024-11-13,Beverages,Pasta,1,15.2,15.2,,,,,,,,,
2024-11-14,Beverages,Onions,2,21.02,42.04,,,,,,,,,
2024-11-16,Household Items,Apples,5,22.13,110.65,,,,,,,,,
2024-11-16,Bakery,Onions,1,19.81,19.81,,,,,,,,,
2024-11-16,Beverages,Rice,5,22.36,111.8,,,,,,,,,
2024-11-17,Dairy,Cereal,1,18.05,18.05,,,,,,,,,
2024-11-17,Personal Care,Bread,1,27.23,27.23,,,,,,,,,
2024-11-17,Meat & Seafood,Eggs,5,4.68,23.4,,,,,,,,,
2024-11-17,Canned Goods,Pasta,5,20.38,101.9,,,,,,,,,
2024-11-18,Beverages,Ground Beef,5,7.93,39.65,,,,,,,,,
2024-11-18,Meat & Seafood,Bananas,1,9.63,9.63,,,,,,,,,
2024-11-19,Household Items,Bread,2,13.8,27.6,,,,,,,,,
2024-11-20,Personal Care,Onions,3,27.35,82.05,,,,,,,,,
2024-11-20,Bakery,Cereal,2,29.62,59.24,,,,,,,,,
2024-11-22,Bakery,Pasta,5,15.16,75.8,,,,,,,,,
2024-11-22,Snacks & Candy,Apples,5,28.99,144.95,,,,,,,,,
2024-11-22,Meat & Seafood,Pasta,1,9.26,9.26,,,,,,,,,
2024-11-22,Dairy,Bananas,2,21.91,43.82,,,,,,,,,
2024-11-22,Bakery,Milk,2,5.1,10.2,,,,,,,,,
2024-11-23,Health & Wellness,Cheese,5,29.86,149.3,,,,,,,,,
2024-11-23,Personal Care,Milk,3,3.76,11.28,,,,,,,,,
2024-11-24,Health & Wellness,Cereal,1,10.55,10.55,,,,,,,,,
2024-11-24,Personal Care,Milk,1,28.4,28.4,,,,,,,,,
2024-11-24,Meat & Seafood,Ground Beef,2,24.1,48.2,,,,,,,,,
2024-11-24,Beverages,Apples,4,26.92,107.68,,,,,,,,,
2024-11-26,Beverages,Milk,2,20.65,41.3,,,,,,,,,
2024-11-26,Household Items,Cheese,1,28.16,28.16,,,,,,,,,
2024-11-26,Health & Wellness,Cereal,3,9.77,29.31,,,,,,,,,
2024-11-26,Snacks & Candy,Cereal,4,24.44,97.76,,,,,,,,,
2024-11-27,Produce,Cereal,3,17.46,52.38,,,,,,,,,
2024-11-27,Produce,Milk,1,8.08,8.08,,,,,,,,,
2024-11-27,Dairy,Cheese,4,11.58,46.32,,,,,,,,,
2024-11-27,Produce,Eggs,4,24.1,96.4,,,,,,,,,
2024-11-27,Bakery,Rice,5,24.94,124.7,,,,,,,,,
2024-11-27,Beverages,Yogurt,5,5.49,27.45,,,,,,,,,
2024-11-28,Frozen Foods,Chicken Breast,1,15.45,15.45,,,,,,,,,
2024-11-28,Meat & Seafood,Orange Juice,4,20.03,80.12,,,,,,,,,
2024-11-29,Frozen Foods,Yogurt,2,9.43,18.86,,,,,,,,,
2024-11-30,Frozen Foods,Cereal,5,18.28,91.4,,,,,,,,,
2024-11-30,Beverages,Cereal,3,7.33,21.99,,,,,,,,,
2024-11-30,Dairy,Orange Juice,4,21.36,85.44,,,,,,,,,
2024-11-30,Produce,Bread,1,4.66,4.66,,,,,,,,,
2024-11-30,Bakery,Potatoes,1,13.81,13.81,,,,,,,,,
2024-12-01,Snacks & Candy,Rice,3,7.42,22.26,,,,,,,,,
2024-12-01,Bakery,Orange Juice,3,12.09,36.27,,,,,,,,,
2024-12-01,Snacks & Candy,Salmon,1,19.37,19.37,,,,,,,,,
2024-12-01,Beverages,Onions,1,20.94,20.94,,,,,,,,,
2024-12-02,Snacks & Candy,Bananas,5,26.6,133,,,,,,,,,
2024-12-02,Health & Wellness,Milk,2,8.73,17.46,,,,,,,,,
2024-12-03,Household Items,Onions,4,26.97,107.88,,,,,,,,,
2024-12-04,Beverages,Eggs,2,18.42,36.84,,,,,,,,,
2024-12-04,Meat & Seafood,Milk,3,6.91,20.73,,,,,,,,,
2024-12-04,Canned Goods,Bananas,1,6.49,6.49,,,,,,,,,
2024-12-05,Meat & Seafood,Cheese,5,8.35,41.75,,,,,,,,,
2024-12-05,Canned Goods,Bananas,1,14.62,14.62,,,,,,,,,
2024-12-05,Produce,Chicken Breast,4,8.03,32.12,,,,,,,,,
2024-12-06,Personal Care,Cheese,4,8.24,32.96,,,,,,,,,
2024-12-06,Personal Care,Pasta,2,10.5,21,,,,,,,,,
2024-12-06,Beverages,Apples,5,5.31,26.55,,,,,,,,,
2024-12-07,Canned Goods,Tomatoes,4,3.07,12.28,,,,,,,,,
2024-12-07,Bakery,Tomatoes,2,25.35,50.7,,,,,,,,,
2024-12-08,Household Items,Milk,5,25.44,127.2,,,,,,,,,
2024-12-08,Personal Care,Orange Juice,1,7.01,7.01,,,,,,,,,
2024-12-09,Personal Care,Potatoes,2,21.7,43.4,,,,,,,,,
2024-12-10,Bakery,Eggs,3,9.57,28.71,,,,,,,,,
2024-12-12,Health & Wellness,Tomatoes,2,25.32,50.64,,,,,,,,,
2024-12-12,Household Items,Ground Beef,5,16.81,84.05,,,,,,,,,
2024-12-12,Frozen Foods,Bread,3,27.13,81.39,,,,,,,,,
2024-12-12,Meat & Seafood,Orange Juice,2,3.89,7.78,,,,,,,,,
2024-12-12,Personal Care,Bread,1,6.79,6.79,,,,,,,,,
2024-12-13,Produce,Ground Beef,4,19.52,78.08,,,,,,,,,
2024-12-13,Household Items,Potatoes,1,22.2,22.2,,,,,,,,,
2024-12-14,Beverages,Pasta,2,25.27,50.54,,,,,,,,,
2024-12-14,Household Items,Bananas,5,28.77,143.85,,,,,,,,,
2024-12-15,Meat & Seafood,Cheese,4,4.89,19.56,,,,,,,,,
2024-12-15,Beverages,Milk,4,11.33,45.32,,,,,,,,,
2024-12-15,Beverages,Eggs,5,29.17,145.85,,,,,,,,,
2024-12-16,Household Items,Bananas,4,19.96,79.84,,,,,,,,,
2024-12-17,Canned Goods,Rice,2,29.87,59.74,,,,,,,,,
2024-12-17,Snacks & Candy,Yogurt,4,6.33,25.32,,,,,,,,,
2024-12-17,Canned Goods,Tomatoes,4,6.91,27.64,,,,,,,,,
2024-12-17,Meat & Seafood,Rice,1,28.71,28.71,,,,,,,,,
2024-12-17,Health & Wellness,Carrots,3,4.74,14.22,,,,,,,,,
2024-12-17,Beverages,Eggs,3,6.3,18.9,,,,,,,,,
2024-12-18,Produce,Eggs,1,20.33,20.33,,,,,,,,,
2024-12-18,Frozen Foods,Apples,5,1.12,5.6,,,,,,,,,
2024-12-18,Produce,Ground Beef,1,24.93,24.93,,,,,,,,,
2024-12-19,Frozen Foods,Apples,4,14.41,57.64,,,,,,,,,
2024-12-19,Meat & Seafood,Cereal,1,16.48,16.48,,,,,,,,,
2024-12-20,Frozen Foods,Pasta,4,26.61,106.44,,,,,,,,,
2024-12-20,Health & Wellness,Cheese,2,14.73,29.46,,,,,,,,,
2024-12-21,Snacks & Candy,Cheese,4,3.38,13.52,,,,,,,,,
2024-12-21,Snacks & Candy,Yogurt,3,6.48,19.44,,,,,,,,,
2024-12-22,Dairy,Eggs,5,13.57,67.85,,,,,,,,,
2024-12-22,Dairy,Chicken Breast,2,29.17,58.34,,,,,,,,,
2024-12-22,Personal Care,Cereal,3,12.95,38.85,,,,,,,,,
2024-12-22,Health & Wellness,Bananas,3,7.35,22.05,,,,,,,,,
2024-12-22,Canned Goods,Potatoes,2,23.05,46.1,,,,,,,,,
2024-12-23,Snacks & Candy,Orange Juice,5,24.32,121.6,,,,,,,,,
2024-12-23,Produce,Rice,2,7.22,14.44,,,,,,,,,
2024-12-23,Produce,Milk,4,8.92,35.68,,,,,,,,,
2024-12-24,Frozen Foods,Chicken Breast,5,20.54,102.7,,,,,,,,,
2024-12-24,Dairy,Cereal,5,28.89,144.45,,,,,,,,,
2024-12-25,Health & Wellness,Eggs,4,27.68,110.72,,,,,,,,,
2024-12-25,Meat & Seafood,Tomatoes,1,8.93,8.93,,,,,,,,,
2024-12-26,Household Items,Tomatoes,3,24.98,74.94,,,,,,,,,
2024-12-26,Meat & Seafood,Bread,4,20.51,82.04,,,,,,,,,
2024-12-27,Meat & Seafood,Potatoes,5,6.74,33.7,,,,,,,,,
2024-12-28,Beverages,Ground Beef,2,9.71,19.42,,,,,,,,,
2024-12-28,Meat & Seafood,Potatoes,4,15.93,63.72,,,,,,,,,
2024-12-29,Frozen Foods,Onions,3,21.63,64.89,,,,,,,,,
2024-12-29,Beverages,Onions,3,12.3,36.9,,,,,,,,,
2024-12-29,Household Items,Cereal,4,20.67,82.68,,,,,,,,,
2024-12-30,Produce,Salmon,2,15.87,31.74,,,,,,,,,
2024-12-30,Meat & Seafood,Cereal,5,19.16,95.8,,,,,,,,,
2024-12-31,Household Items,Eggs,3,25.97,77.91,,,,,,,,,
2024-12-31,Household Items,Cheese,4,10.21,40.84,,,,,,,,,
2024-12-31,Frozen Foods,Tomatoes,3,2.96,8.88,,,,,,,,,
2025-01-01,Beverages,Yogurt,4,3.25,13,,,,,,,,,
2025-01-02,Produce,Bananas,1,1.34,1.34,,,,,,,,,
2025-01-02,Health & Wellness,Chicken Breast,2,28.99,57.98,,,,,,,,,
2025-01-03,Produce,Rice,1,11.03,11.03,,,,,,,,,
2025-01-03,Canned Goods,Bread,5,29.82,149.1,,,,,,,,,
2025-01-04,Frozen Foods,Salmon,5,16.2,81,,,,,,,,,
2025-01-05,Produce,Chicken Breast,4,10.57,42.28,,,,,,,,,
2025-01-05,Household Items,Eggs,1,16.24,16.24,,,,,,,,,
2025-01-06,Health & Wellness,Milk,1,20.45,20.45,,,,,,,,,
2025-01-06,Bakery,Cereal,2,12.01,24.02,,,,,,,,,
2025-01-06,Canned Goods,Cheese,4,8.94,35.76,,,,,,,,,
2025-01-07,Personal Care,Tomatoes,4,28.04,112.16,,,,,,,,,
2025-01-07,Canned Goods,Salmon,2,16.1,32.2,,,,,,,,,
2025-01-07,Personal Care,Cereal,1,6.86,6.86,,,,,,,,,
2025-01-08,Produce,Onions,3,28.01,84.03,,,,,,,,,
2025-01-08,Canned Goods,Chicken Breast,4,22.6,90.4,,,,,,,,,
2025-01-08,Bakery,Eggs,1,20.53,20.53,,,,,,,,,
2025-01-08,Canned Goods,Potatoes,4,25.52,102.08,,,,,,,,,
2025-01-08,Snacks & Candy,Cheese,2,15.9,31.8,,,,,,,,,
2025-01-08,Snacks & Candy,Orange Juice,1,3.93,3.93,,,,,,,,,
2025-01-09,Personal Care,Ground Beef,5,17.19,85.95,,,,,,,,,
2025-01-10,Beverages,Tomatoes,4,3.32,13.28,,,,,,,,,
2025-01-10,Health & Wellness,Potatoes,5,19.09,95.45,,,,,,,,,
2025-01-10,Frozen Foods,Tomatoes,2,17.52,35.04,,,,,,,,,
2025-01-10,Dairy,Apples,4,2.28,9.12,,,,,,,,,
2025-01-10,Household Items,Pasta,5,2.03,10.15,,,,,,,,,
2025-01-10,Frozen Foods,Onions,3,17.73,53.19,,,,,,,,,
2025-01-11,Bakery,Salmon,3,14.32,42.96,,,,,,,,,
2025-01-11,Canned Goods,Pasta,3,24.26,72.78,,,,,,,,,
2025-01-11,Dairy,Orange Juice,2,25.74,51.48,,,,,,,,,
2025-01-11,Personal Care,Chicken Breast,5,23.73,118.65,,,,,,,,,
2025-01-12,Canned Goods,Onions,3,4.32,12.96,,,,,,,,,
2025-01-13,Snacks & Candy,Cereal,3,5.5,16.5,,,,,,,,,
2025-01-13,Personal Care,Eggs,5,15.32,76.6,,,,,,,,,
2025-01-13,Frozen Foods,Carrots,1,18.52,18.52,,,,,,,,,
2025-01-13,Frozen Foods,Apples,1,9.41,9.41,,,,,,,,,
2025-01-14,Dairy,Cereal,2,22.19,44.38,,,,,,,,,
2025-01-14,Personal Care,Pasta,2,8.8,17.6,,,,,,,,,
2025-01-14,Snacks & Candy,Rice,5,7.7,38.5,,,,,,,,,
2025-01-15,Dairy,Onions,5,11.19,55.95,,,,,,,,,
2025-01-15,Canned Goods,Pasta,4,28.3,113.2,,,,,,,,,
2025-01-15,Dairy,Salmon,4,15.29,61.16,,,,,,,,,
2025-01-16,Beverages,Bananas,4,10.74,42.96,,,,,,,,,
2025-01-16,Bakery,Rice,2,7.34,14.68,,,,,,,,,
2025-01-16,Beverages,Cereal,4,24.98,99.92,,,,,,,,,
2025-01-16,Bakery,Yogurt,5,18.59,92.95,,,,,,,,,
2025-01-17,Beverages,Eggs,5,16.48,82.4,,,,,,,,,
2025-01-17,Dairy,Bread,4,27.03,108.12,,,,,,,,,
2025-01-18,Health & Wellness,Cheese,3,21.35,64.05,,,,,,,,,
2025-01-18,Meat & Seafood,Rice,5,2.84,14.2,,,,,,,,,
2025-01-19,Meat & Seafood,Apples,4,1.71,6.84,,,,,,,,,
2025-01-19,Canned Goods,Orange Juice,3,29.27,87.81,,,,,,,,,
2025-01-20,Snacks & Candy,Bread,5,21.72,108.6,,,,,,,,,
2025-01-21,Beverages,Onions,3,16.83,50.49,,,,,,,,,
2025-01-21,Canned Goods,Salmon,1,8.9,8.9,,,,,,,,,
2025-01-23,Health & Wellness,Cereal,2,21.91,43.82,,,,,,,,,
2025-01-24,Beverages,Bananas,4,20.8,83.2,,,,,,,,,
2025-01-24,Frozen Foods,Onions,5,2.37,11.85,,,,,,,,,
2025-01-24,Snacks & Candy,Bread,3,19.56,58.68,,,,,,,,,
2025-01-24,Beverages,Eggs,1,2.72,2.72,,,,,,,,,
2025-01-25,Meat & Seafood,Bananas,3,18.31,54.93,,,,,,,,,
2025-01-26,Household Items,Potatoes,3,21.75,65.25,,,,,,,,,
2025-01-26,Canned Goods,Eggs,4,13.94,55.76,,,,,,,,,
2025-01-26,Dairy,Pasta,5,28.88,144.4,,,,,,,,,
2025-01-27,Frozen Foods,Yogurt,1,23.72,23.72,,,,,,,,,
2025-01-27,Produce,Chicken Breast,4,11.73,46.92,,,,,,,,,
2025-01-27,Beverages,Onions,4,20.22,80.88,,,,,,,,,
2025-01-27,Beverages,Cheese,1,28.63,28.63,,,,,,,,,
2025-01-28,Snacks & Candy,Eggs,4,25.82,103.28,,,,,,,,,
2025-01-28,Health & Wellness,Cheese,4,25.6,102.4,,,,,,,,,
2025-01-28,Beverages,Carrots,2,8.68,17.36,,,,,,,,,
2025-01-28,Canned Goods,Bread,2,10.32,20.64,,,,,,,,,
2025-01-29,Household Items,Cereal,1,6.04,6.04,,,,,,,,,
2025-01-29,Frozen Foods,Cereal,3,19.72,59.16,,,,,,,,,
2025-01-29,Meat & Seafood,Orange Juice,4,11.7,46.8,,,,,,,,,
2025-01-29,Personal Care,Carrots,1,12.5,12.5,,,,,,,,,
2025-01-29,Bakery,Chicken Breast,3,22.01,66.03,,,,,,,,,
2025-01-30,Dairy,Rice,4,5.58,22.32,,,,,,,,,
2025-01-31,Health & Wellness,Bananas,1,20.99,20.99,,,,,,,,,
2025-01-31,Beverages,Orange Juice,5,16.1,80.5,,,,,,,,,
2025-02-01,Health & Wellness,Orange Juice,1,5.59,5.59,,,,,,,,,
2025-02-01,Meat & Seafood,Cheese,1,16.63,16.63,,,,,,,,,
2025-02-01,Frozen Foods,Yogurt,5,9.12,45.6,,,,,,,,,
2025-02-01,Personal Care,Onions,2,10.29,20.58,,,,,,,,,
2025-02-02,Dairy,Onions,2,8.89,17.78,,,,,,,,,
2025-02-02,Frozen Foods,Apples,4,14.54,58.16,,,,,,,,,
2025-02-03,Canned Goods,Orange Juice,3,12.23,36.69,,,,,,,,,
2025-02-03,Personal Care,Apples,3,19.97,59.91,,,,,,,,,
2025-02-03,Produce,Apples,1,27.23,27.23,,,,,,,,,
2025-02-03,Snacks & Candy,Onions,4,23.1,92.4,,,,,,,,,
2025-02-03,Frozen Foods,Bread,4,28.42,113.68,,,,,,,,,
2025-02-03,Household Items,Bread,3,29.97,89.91,,,,,,,,,
2025-02-04,Snacks & Candy,Pasta,4,9.26,37.04,,,,,,,,,
2025-02-04,Household Items,Onions,5,6.03,30.15,,,,,,,,,
2025-02-04,Snacks & Candy,Bananas,5,8.17,40.85,,,,,,,,,
2025-02-04,Health & Wellness,Chicken Breast,3,15.56,46.68,,,,,,,,,
2025-02-05,Frozen Foods,Chicken Breast,2,3.52,7.04,,,,,,,,,
2025-02-05,Household Items,Apples,4,15.03,60.12,,,,,,,,,
